"","psraid","age","race","sex","inc","cable1","q5f","q5d","date2a","game1","game3a","job5d","snsjob2a","ideo"
"1432",202988,29,1,1,4,1,2,1,1,1,1,1,2,4
"1433",202991,19,2,2,2,1,NA,NA,2,1,2,NA,NA,2
"1434",202992,71,1,1,99,2,NA,NA,NA,2,9,NA,NA,2
"1435",202994,23,2,2,1,2,NA,NA,2,1,2,NA,2,5
"1436",202995,58,1,1,3,1,NA,NA,NA,1,2,1,2,5
"1437",202997,65,1,2,8,1,NA,NA,2,2,8,NA,2,4
"1438",203004,43,1,1,2,2,2,2,2,1,1,NA,2,2
"1439",203005,72,1,1,99,1,NA,NA,NA,2,8,NA,NA,1
"1440",203007,56,2,2,3,1,2,2,NA,1,1,NA,NA,4
"1441",203008,63,1,2,3,1,NA,NA,2,1,1,NA,NA,3
"1442",203010,31,1,2,5,1,NA,NA,2,1,2,1,2,5
"1443",203019,45,2,1,2,2,NA,NA,NA,2,2,1,NA,5
"1444",203024,50,1,1,1,2,NA,NA,1,1,1,NA,2,3
"1445",203025,52,1,2,9,1,1,1,2,1,2,2,2,3
"1446",203027,37,3,2,7,1,1,2,2,1,2,1,2,3
"1447",203028,27,1,1,3,2,2,2,2,1,1,1,2,2
"1448",203044,66,1,2,3,1,NA,NA,NA,2,8,NA,2,2
"1449",203052,56,5,2,6,2,1,2,2,1,2,2,8,3
"1450",203054,64,1,2,8,1,1,2,2,1,2,NA,1,2
"1451",203061,46,1,2,6,1,NA,NA,1,2,2,2,1,5
"1452",203064,32,1,1,4,2,NA,NA,2,2,1,2,2,2
"1453",203066,44,1,2,4,2,NA,NA,2,1,1,2,2,3
"1454",203071,49,1,2,9,2,NA,NA,1,2,1,2,2,4
"1455",203075,46,1,2,8,1,NA,NA,2,1,2,2,2,2
"1456",203076,24,2,1,6,1,2,1,2,1,1,2,2,2
"1457",203082,39,2,2,9,1,1,1,2,2,2,2,2,3
"1458",203088,37,2,2,3,1,NA,NA,NA,2,2,NA,NA,8
"1459",203090,35,6,1,4,1,1,1,2,2,8,1,NA,4
"1460",203095,38,1,2,98,2,NA,NA,NA,2,1,NA,NA,8
"1461",203104,62,8,1,2,1,NA,NA,2,2,1,1,2,2
"1462",203107,68,1,1,6,1,2,2,NA,2,2,NA,2,2
"1463",203109,62,1,2,3,1,2,2,2,2,1,1,NA,5
"1464",203112,40,2,1,6,1,1,1,2,1,1,1,2,4
"1465",203113,60,1,1,8,1,NA,NA,2,1,1,1,NA,2
"1466",203118,31,2,2,7,1,2,2,2,2,1,1,1,5
"1467",203120,54,1,2,9,1,NA,NA,2,1,2,2,2,2
"1468",203126,23,1,2,1,2,NA,NA,NA,2,2,2,2,5
"1469",203135,56,1,2,7,1,NA,NA,2,2,1,2,2,2
"1470",203140,60,4,2,1,1,1,1,1,1,1,NA,NA,4
"1471",203154,65,1,2,6,2,2,2,1,2,2,NA,2,3
"1472",203158,60,9,2,99,1,NA,NA,2,2,8,1,2,9
"1473",203160,31,1,1,8,2,1,1,2,1,1,1,2,3
"1474",203161,42,1,2,7,2,1,2,2,1,1,1,2,2
"1475",203169,70,1,2,7,1,1,2,NA,2,2,NA,NA,4
"1476",203170,32,3,1,6,1,NA,NA,2,2,1,1,2,3
"1477",203172,39,1,1,99,1,NA,NA,2,1,1,1,NA,4
"1478",203186,54,1,2,4,1,NA,NA,2,2,2,1,NA,2
"1479",203189,44,3,2,8,2,2,2,2,1,1,1,NA,3
"1480",203190,22,3,2,5,2,NA,NA,2,2,1,2,2,2
"1481",203192,62,1,1,6,2,2,2,NA,2,1,1,2,4
"1482",203195,19,1,1,1,2,NA,NA,2,2,2,NA,2,3
"1483",203196,25,1,2,1,2,1,2,2,1,1,1,1,3
"1484",203197,65,1,1,8,1,1,2,2,2,1,2,NA,3
"1485",203206,57,2,1,5,1,1,1,2,1,1,1,2,3
"1486",203210,99,9,2,99,1,1,1,2,2,1,NA,NA,1
"1487",203213,30,1,2,6,2,1,2,2,1,8,NA,2,8
"1488",203214,55,1,2,99,1,1,2,2,2,1,NA,2,3
"1489",203221,26,1,1,2,1,1,1,2,1,1,NA,1,3
"1490",203222,30,2,2,5,1,1,2,2,1,1,1,2,4
"1491",203224,51,2,1,8,1,1,1,2,2,1,2,2,3
"1492",203228,25,4,1,6,1,2,2,1,1,1,NA,2,3
"1493",203236,61,2,1,4,1,NA,NA,2,1,1,NA,2,3
"1494",203240,44,6,1,98,1,NA,NA,2,2,1,1,2,8
"1495",203244,52,1,2,2,1,NA,NA,NA,1,2,NA,NA,3
"1496",203250,51,1,2,8,1,1,1,2,2,1,NA,2,5
"1497",203253,39,2,2,3,2,1,1,2,1,1,1,NA,3
"1498",203256,38,2,2,1,2,NA,NA,2,1,1,NA,2,3
"1499",203257,74,1,1,6,1,1,1,2,1,2,NA,2,5
"1500",203260,55,1,1,1,2,NA,NA,8,8,2,NA,NA,2
"1501",203261,62,1,1,3,2,NA,NA,NA,2,1,NA,NA,2
"1502",203264,23,1,2,7,1,1,2,2,1,2,1,2,3
"1503",203266,32,1,2,3,2,1,2,2,1,2,NA,2,3
"1504",203268,56,1,2,6,1,2,2,2,2,2,1,2,5
"1505",203269,41,1,2,98,1,NA,NA,2,2,1,1,2,1
"1506",203270,50,4,2,99,1,NA,NA,NA,2,1,NA,NA,2
"1507",203275,55,1,2,9,1,1,2,2,2,1,2,2,5
"1508",203278,48,1,1,2,1,1,1,2,1,2,NA,1,4
"1509",203280,29,1,1,9,2,1,1,2,2,1,2,2,2
"1510",203281,58,1,1,6,1,2,2,NA,2,1,1,2,1
"1511",203283,60,2,1,5,1,NA,NA,2,1,2,NA,NA,2
"1512",203288,63,1,2,6,1,1,2,2,2,1,NA,2,3
"1513",203290,34,2,1,7,1,NA,NA,2,2,1,1,2,2
"1514",203291,44,6,2,3,1,1,1,8,2,1,2,2,5
"1515",203296,55,2,1,3,2,NA,NA,2,1,1,NA,NA,2
"1516",203297,63,1,2,99,2,2,2,2,2,2,2,2,3
"1517",203306,28,2,2,1,1,1,1,2,2,1,1,2,8
"1518",203317,99,1,1,99,2,NA,NA,NA,2,1,NA,NA,8
"1519",203319,19,2,2,98,2,NA,NA,1,1,2,NA,2,4
"1520",203322,26,1,1,3,2,2,2,NA,1,1,1,2,3
"1521",203325,48,1,1,9,1,NA,NA,2,1,1,2,NA,2
"1522",203334,18,2,1,98,1,1,1,2,1,1,NA,2,4
"1523",203335,60,6,2,1,2,NA,NA,1,2,2,NA,NA,4
"1524",203336,35,1,1,3,1,NA,NA,2,1,1,1,2,5
"1525",203344,30,2,1,5,1,NA,NA,2,1,2,1,2,2
"1526",203348,52,1,1,8,1,2,2,2,1,2,2,NA,4
"1527",203351,57,1,1,9,1,NA,NA,2,1,1,NA,2,3
"1528",203356,79,2,1,6,1,2,2,NA,2,2,NA,NA,1
"1529",203360,41,6,1,2,1,NA,NA,NA,2,2,NA,2,2
"1530",203369,50,8,2,1,1,NA,NA,1,1,1,NA,1,3
"1531",203370,41,5,1,9,1,NA,NA,2,1,1,1,2,2
"1532",203376,45,1,1,7,2,NA,NA,2,2,1,2,2,5
"1533",203380,28,1,1,6,1,NA,NA,1,1,1,1,1,5
"1534",203390,51,1,2,4,1,2,2,NA,2,2,NA,NA,2
"1535",203392,48,1,1,7,1,NA,NA,2,1,1,2,2,4
"1536",203395,21,3,1,2,2,NA,NA,2,2,2,1,1,3
"1537",203396,31,3,2,8,1,1,1,2,2,1,2,2,3
"1538",203403,24,1,1,3,2,NA,NA,2,1,2,1,2,3
"1539",203410,34,1,2,6,1,NA,NA,1,2,1,1,1,4
"1540",203412,56,1,2,9,1,1,1,2,1,2,NA,1,5
"1541",203414,47,1,2,8,2,1,2,2,1,1,2,2,4
"1542",203420,32,1,1,1,2,NA,NA,2,1,1,2,2,1
"1543",203423,27,1,2,98,1,NA,NA,NA,1,1,1,NA,8
"1544",203425,57,1,1,2,1,NA,NA,2,2,2,NA,NA,2
"1545",203434,48,1,1,7,1,2,1,2,1,1,2,2,4
"1546",203435,85,2,2,1,2,NA,NA,NA,2,2,NA,NA,4
"1547",203438,39,1,1,8,1,1,1,2,1,2,1,2,3
"1548",203440,73,1,1,98,1,2,2,2,2,8,2,NA,3
"1549",203442,51,1,1,7,1,NA,NA,2,2,1,1,NA,2
"1550",203450,60,1,1,6,1,NA,NA,2,2,1,NA,NA,3
"1551",203451,98,1,1,6,2,NA,NA,1,1,1,1,2,2
"1552",203455,30,1,2,4,2,1,2,2,2,1,1,NA,2
"1553",203459,24,2,1,6,1,NA,NA,2,2,1,1,1,3
"1554",203469,44,1,1,6,1,NA,NA,2,1,1,2,2,1
"1555",203471,21,2,2,1,1,NA,NA,2,1,1,NA,2,4
"1556",203472,70,1,1,7,1,NA,NA,2,1,2,NA,NA,4
"1557",203473,42,1,2,98,1,NA,NA,2,1,2,2,1,3
"1558",203474,76,1,1,8,1,2,2,NA,2,8,NA,2,3
"1559",203475,51,1,1,99,1,2,2,NA,2,1,1,NA,2
"1560",203476,69,1,1,9,1,2,2,2,2,1,1,2,1
"1561",203481,40,3,1,9,1,1,1,2,1,9,1,2,3
"1562",203483,60,1,2,4,1,NA,NA,NA,2,1,NA,NA,4
"1563",203485,76,1,2,2,2,2,2,NA,2,2,NA,NA,3
"1564",203489,52,1,2,2,2,2,2,NA,1,1,NA,NA,3
"1565",203498,25,4,2,5,1,1,2,2,2,1,1,2,8
"1566",203508,38,1,2,9,1,1,2,2,1,1,2,2,3
"1567",203515,18,6,1,98,1,2,1,2,1,2,2,NA,3
"1568",203518,46,1,1,2,1,NA,NA,NA,2,1,NA,2,3
"1569",203523,60,1,1,8,1,2,1,2,2,1,NA,NA,2
"1570",203524,40,3,1,9,1,1,1,2,1,1,1,2,3
"1571",203525,99,1,2,4,1,NA,NA,2,1,1,NA,2,2
"1572",203529,66,1,2,7,1,2,2,2,2,1,2,2,2
"1573",203531,53,2,1,8,1,NA,NA,2,2,8,2,2,9
"1574",203543,37,1,1,8,1,1,1,2,1,1,2,1,3
"1575",203553,19,1,2,98,1,1,2,2,1,2,2,2,4
"1576",203560,21,4,1,5,2,NA,NA,2,1,2,2,2,5
"1577",203565,46,2,2,4,1,NA,NA,2,2,2,1,2,4
"1578",203570,34,1,2,5,2,NA,NA,2,2,8,1,2,5
"1579",203576,54,1,1,8,1,1,1,2,1,1,1,2,3
"1580",203579,20,2,2,1,1,1,2,2,2,1,NA,1,4
"1581",203585,34,1,1,3,1,NA,NA,2,1,2,1,2,5
"1582",203590,72,1,2,4,1,2,2,NA,2,2,2,NA,3
"1583",203598,58,4,2,99,2,NA,NA,2,2,9,NA,2,9
"1584",203605,76,1,2,5,1,NA,NA,NA,1,1,NA,NA,5
"1585",203608,50,3,2,6,1,2,1,2,1,2,2,1,5
"1586",203615,83,1,2,1,1,NA,NA,2,2,8,NA,2,1
"1587",203621,44,1,1,8,1,1,1,2,2,1,1,NA,2
"1588",203629,24,6,1,3,1,2,1,2,2,1,1,NA,3
"1589",203631,83,1,1,4,1,2,2,NA,1,1,NA,NA,2
"1590",203634,57,2,1,1,2,2,2,2,2,1,NA,NA,3
"1591",203635,31,1,2,5,2,1,2,2,1,1,1,2,3
"1592",203636,71,1,1,99,1,1,2,2,2,8,NA,NA,3
"1593",203637,62,1,2,5,1,NA,NA,NA,2,1,1,NA,3
"1594",203638,21,1,1,98,1,NA,NA,2,1,1,NA,2,4
"1595",203643,77,1,1,7,1,2,2,1,2,1,NA,NA,2
"1596",203644,28,1,2,7,1,NA,NA,2,1,2,NA,2,9
"1597",203650,36,2,2,2,1,NA,NA,2,1,2,1,2,3
"1598",203653,36,1,1,9,1,NA,NA,1,2,2,2,2,3
"1599",203659,19,6,2,1,1,1,1,2,1,2,NA,2,5
"1600",203666,56,1,2,9,1,1,1,2,2,8,2,2,4
"1601",203669,52,1,1,7,1,1,1,2,1,1,1,1,2
"1602",203670,38,1,2,3,1,2,2,NA,1,1,NA,2,3
"1603",203675,35,1,1,6,2,NA,NA,2,2,1,2,2,2
"1604",203677,65,2,1,1,2,2,2,2,2,1,NA,NA,2
"1605",203678,88,1,2,98,1,NA,NA,NA,2,8,NA,NA,2
"1606",203691,60,1,2,99,1,NA,NA,2,1,1,NA,2,3
"1607",203697,66,1,2,8,1,NA,NA,2,2,2,NA,1,3
"1608",203698,71,1,2,99,1,NA,NA,2,2,1,NA,NA,1
"1609",203702,99,1,2,4,1,2,2,2,2,1,NA,2,2
"1610",203708,35,1,1,6,2,NA,NA,NA,1,1,1,NA,8
"1611",203710,19,6,2,3,2,NA,NA,2,1,1,1,2,1
"1612",203714,67,1,2,4,1,2,2,NA,1,1,NA,NA,2
"1613",203722,44,1,1,8,1,1,1,2,1,1,2,1,4
"1614",203723,35,1,2,6,1,NA,NA,2,1,1,1,2,5
"1615",203724,33,4,1,4,1,NA,NA,2,2,1,1,2,5
"1616",203729,29,1,2,8,1,1,1,2,1,1,1,2,4
"1617",203732,68,8,2,98,1,NA,NA,NA,1,8,NA,2,4
"1618",203737,71,1,1,6,1,2,2,NA,2,8,NA,NA,3
"1619",203743,44,1,1,9,1,1,1,2,2,1,1,2,1
"1620",203744,82,1,1,5,1,2,2,NA,1,1,NA,NA,4
"1621",203746,42,8,1,7,1,1,2,2,1,1,1,2,2
"1622",203753,40,6,2,1,1,NA,NA,2,2,2,1,2,4
"1623",203761,40,2,1,99,1,NA,NA,2,1,1,2,2,4
"1624",203766,49,1,1,7,1,NA,NA,2,1,1,1,NA,4
"1625",203768,99,9,2,9,1,NA,NA,2,1,2,9,9,9
"1626",203769,53,1,1,2,1,1,1,NA,1,2,NA,1,1
"1627",203778,56,1,2,6,1,NA,NA,2,1,8,1,2,3
"1628",203785,24,4,1,98,1,NA,NA,1,1,2,1,2,4
"1629",203786,30,1,2,8,1,1,2,2,1,1,1,2,4
"1630",203804,60,1,2,6,1,2,2,2,1,1,1,2,4
"1631",203818,53,1,2,6,1,2,1,NA,1,1,1,2,3
"1632",203821,46,1,1,8,1,NA,NA,2,2,1,1,2,2
"1633",203823,70,2,1,6,1,NA,NA,NA,2,1,NA,NA,5
"1634",203827,22,1,1,4,2,1,2,2,1,2,2,NA,2
"1635",203828,25,1,1,2,1,2,2,1,1,1,NA,2,3
"1636",203833,50,1,2,3,1,NA,NA,2,2,1,NA,2,3
"1637",203837,43,1,1,9,2,1,2,2,2,1,2,1,3
"1638",203838,19,1,1,9,1,NA,NA,2,1,1,2,2,2
"1639",203844,29,2,2,5,1,1,1,2,1,1,1,NA,5
"1640",203845,58,1,2,9,1,1,1,2,1,1,NA,2,4
"1641",203852,47,2,1,1,2,2,2,NA,2,8,1,NA,2
"1642",203858,73,1,2,5,1,2,2,2,2,1,NA,NA,3
"1643",203859,55,2,1,2,1,2,1,2,2,2,2,NA,2
"1644",203870,68,1,1,99,1,2,2,NA,1,9,NA,2,4
"1645",203873,65,2,1,6,1,1,2,2,1,1,NA,NA,3
"1646",203874,58,1,2,4,1,NA,NA,2,1,2,NA,1,3
"1647",203884,70,1,2,6,1,2,2,2,1,1,NA,2,5
"1648",203899,50,2,1,7,1,1,2,2,1,2,1,1,2
"1649",203902,57,1,2,8,1,NA,NA,NA,2,1,2,NA,4
"1650",203903,67,2,2,2,1,NA,NA,NA,1,2,NA,NA,2
"1651",203910,76,1,2,98,1,2,2,NA,2,8,NA,NA,2
"1652",203921,58,6,1,8,1,NA,NA,2,1,1,1,2,2
"1653",203922,33,1,2,5,2,NA,NA,NA,2,1,NA,2,8
"1654",203927,68,2,1,2,1,NA,NA,NA,1,8,NA,2,2
"1655",203928,68,1,1,2,1,NA,NA,NA,2,1,NA,NA,2
"1656",203934,60,1,2,6,1,NA,NA,2,2,8,NA,NA,2
"1657",203935,72,1,2,7,1,2,2,2,1,8,NA,2,3
"1658",203943,44,2,1,6,1,NA,NA,2,1,2,1,NA,2
"1659",203949,60,1,1,2,2,2,2,2,9,2,NA,NA,8
"1660",203954,32,1,1,9,1,NA,NA,2,2,1,1,2,3
"1661",203957,44,1,1,5,1,NA,NA,2,1,2,1,2,2
"1662",203962,63,1,2,4,1,NA,NA,2,2,1,2,2,3
"1663",203964,18,1,2,1,1,NA,NA,2,2,1,1,2,1
"1664",203970,60,2,1,1,1,1,2,NA,2,2,2,NA,3
"1665",203971,35,1,1,8,1,NA,NA,2,1,2,2,2,3
"1666",203982,22,1,2,8,1,1,1,1,1,1,1,2,8
"1667",203986,59,1,2,6,2,1,2,2,1,2,NA,2,2
"1668",203987,19,3,2,98,1,NA,NA,2,2,1,2,2,5
"1669",203991,35,1,1,8,1,1,1,2,1,1,1,2,3
"1670",203999,51,1,1,9,1,NA,NA,2,2,8,2,2,3
"1671",204006,45,5,1,1,1,1,2,2,2,1,NA,NA,8
"1672",204007,63,1,2,3,1,NA,NA,NA,2,1,1,2,4
"1673",204008,36,3,2,5,1,NA,NA,2,2,1,1,2,3
"1674",204014,53,2,1,3,1,NA,NA,2,1,2,1,NA,2
"1675",204020,43,1,1,1,1,NA,NA,NA,1,2,NA,NA,2
"1676",204031,48,2,1,2,2,NA,NA,NA,2,1,NA,2,2
"1677",204035,28,1,1,4,2,NA,NA,2,1,1,1,2,1
"1678",204036,80,2,2,99,1,NA,NA,NA,2,2,NA,NA,3
"1679",204041,61,2,1,98,2,2,2,NA,2,2,NA,NA,9
"1680",204044,53,1,1,9,1,2,2,2,2,8,1,2,3
"1681",204046,26,1,1,98,1,NA,NA,2,1,1,1,2,2
"1682",204049,45,1,2,8,1,1,2,2,1,2,NA,2,2
"1683",204050,45,4,2,3,1,1,2,NA,1,1,2,2,4
"1684",204054,46,2,1,9,1,1,1,NA,2,1,1,NA,9
"1685",204064,38,2,2,5,1,1,1,1,1,1,2,2,3
"1686",204065,49,6,1,2,1,NA,NA,NA,2,2,2,NA,9
"1687",204066,50,9,2,98,1,NA,NA,1,1,2,1,2,9
"1688",204067,24,1,2,3,1,NA,NA,NA,1,1,1,1,8
"1689",204068,60,1,1,7,1,NA,NA,1,2,8,1,2,1
"1690",204076,51,1,1,6,1,2,2,NA,1,1,1,NA,2
"1691",204089,30,2,1,6,1,NA,NA,2,1,1,1,NA,3
"1692",204093,75,1,1,6,1,NA,NA,2,2,8,NA,2,3
"1693",204096,58,1,1,2,2,2,2,NA,2,1,NA,NA,2
"1694",204098,67,1,1,2,2,2,2,NA,2,2,NA,NA,8
"1695",204100,26,1,2,5,2,NA,NA,2,1,2,2,2,3
"1696",204101,25,1,1,2,1,1,1,NA,1,1,2,2,3
"1697",204103,53,1,1,99,2,NA,NA,NA,2,1,NA,2,4
"1698",204107,67,1,2,6,1,NA,NA,2,2,2,NA,2,1
"1699",204126,66,1,1,5,1,NA,NA,2,1,1,1,2,2
"1700",204130,25,2,1,1,1,NA,NA,NA,2,1,1,2,4
"1701",204132,55,1,1,6,1,2,1,2,2,1,NA,NA,3
"1702",204134,99,1,1,99,1,NA,NA,NA,1,1,NA,NA,9
"1703",204135,40,1,1,9,1,NA,NA,2,1,1,2,2,2
"1704",204137,35,1,1,7,2,1,1,2,2,1,1,2,3
"1705",204140,50,1,2,7,1,2,2,NA,2,1,1,NA,3
"1706",204146,52,1,1,8,1,NA,NA,2,1,2,1,NA,1
"1707",204147,66,1,1,7,1,NA,NA,NA,2,1,NA,NA,3
"1708",204150,67,1,2,2,1,2,2,2,1,2,NA,2,2
"1709",204166,21,1,2,8,1,NA,NA,2,1,1,1,2,2
"1710",204170,39,1,2,7,1,NA,NA,2,2,1,1,2,4
"1711",204173,53,1,1,9,1,NA,NA,2,2,8,2,2,3
"1712",204174,98,8,1,98,1,NA,NA,2,1,8,1,NA,8
"1713",204179,38,6,1,7,1,NA,NA,2,1,2,1,2,5
"1714",204180,20,1,1,8,2,1,2,2,2,1,1,2,3
"1715",204183,34,8,2,2,2,NA,NA,NA,1,1,NA,2,8
"1716",204185,21,1,2,4,1,NA,NA,2,1,2,1,2,5
"1717",204187,48,2,1,7,1,1,1,2,1,1,2,2,2
"1718",204198,52,1,1,1,1,NA,NA,NA,2,1,NA,NA,3
"1719",204200,24,1,1,6,2,NA,NA,2,1,1,1,2,5
"1720",204203,60,2,2,2,1,NA,NA,NA,2,1,NA,NA,3
"1721",204204,21,1,2,8,1,NA,NA,2,1,1,1,2,2
"1722",204205,53,1,2,99,1,NA,NA,2,2,1,1,2,2
"1723",204206,85,1,2,3,1,NA,NA,2,2,8,NA,NA,3
"1724",204208,26,1,1,5,1,1,2,2,1,2,1,1,3
"1725",204209,31,6,2,1,1,1,1,NA,1,2,NA,1,5
"1726",204210,26,3,2,9,2,1,1,2,2,1,NA,1,4
"1727",204215,35,1,1,3,1,1,2,NA,2,1,1,NA,5
"1728",204216,54,1,1,9,1,NA,NA,2,1,1,2,1,3
"1729",204226,26,1,1,3,2,1,1,2,2,1,NA,2,2
"1730",204231,24,6,2,3,1,NA,NA,2,2,1,1,NA,2
"1731",204234,24,1,2,98,2,1,2,2,1,2,NA,2,2
"1732",204236,25,1,1,8,2,NA,NA,1,1,2,2,2,3
"1733",204242,38,1,1,1,2,1,1,1,1,1,NA,2,4
"1734",204244,27,3,1,2,2,2,2,2,2,2,2,2,2
"1735",204247,63,2,2,2,1,NA,NA,NA,2,2,1,2,4
"1736",204261,49,1,2,5,2,NA,NA,2,2,1,2,1,3
"1737",204264,82,1,2,2,1,NA,NA,NA,2,2,NA,NA,2
"1738",204267,59,1,1,8,1,NA,NA,2,1,1,1,NA,1
"1739",204269,99,1,2,3,2,NA,NA,2,2,1,NA,NA,4
"1740",204271,43,6,1,5,1,NA,NA,2,1,1,1,NA,3
"1741",204273,63,1,2,7,1,1,2,2,1,1,NA,1,4
"1742",204279,50,1,1,6,2,NA,NA,2,1,1,1,2,4
"1743",204293,34,1,1,6,1,2,1,2,1,1,1,NA,3
"1744",204298,54,1,2,6,1,2,2,NA,2,1,1,NA,3
"1745",204300,33,1,2,3,1,NA,NA,2,2,1,1,2,3
"1746",204304,72,1,2,99,1,2,2,NA,2,1,NA,NA,4
"1747",204308,23,1,1,5,1,1,1,1,1,2,1,2,8
"1748",204309,50,8,1,3,1,2,2,NA,2,2,1,NA,4
"1749",204311,56,1,1,1,2,NA,NA,NA,2,1,NA,NA,8
"1750",204314,61,1,1,9,1,1,1,2,1,2,1,2,3
"1751",204325,66,1,2,99,1,NA,NA,2,1,2,NA,2,2
"1752",204327,22,1,1,8,1,1,1,1,1,1,1,2,4
"1753",204334,64,1,1,7,1,2,2,2,1,2,1,2,3
"1754",204342,67,1,1,7,1,NA,NA,2,2,1,NA,NA,1
"1755",204344,48,2,2,5,1,1,2,2,1,1,1,NA,3
"1756",204353,20,3,2,9,1,NA,NA,1,2,1,1,2,4
"1757",204354,30,3,2,99,1,NA,NA,2,2,1,NA,2,5
"1758",204368,46,1,2,6,2,NA,NA,NA,1,1,NA,NA,2
"1759",204369,48,1,1,9,1,2,2,2,1,2,2,NA,2
"1760",204372,63,1,2,2,1,2,2,NA,2,2,NA,NA,3
"1761",204375,52,1,1,8,1,2,2,2,2,2,2,NA,2
"1762",204378,46,1,1,7,1,2,1,2,2,8,1,NA,3
"1763",204385,41,1,1,6,1,NA,NA,1,2,1,NA,1,4
"1764",204387,28,1,1,6,1,NA,NA,2,2,2,2,2,5
"1765",204389,55,1,1,98,1,2,1,2,1,1,8,NA,2
"1766",204391,22,1,1,6,1,NA,NA,2,1,1,NA,2,3
"1767",204399,71,1,2,99,1,NA,NA,2,2,8,NA,2,3
"1768",204400,24,1,2,8,1,NA,NA,2,2,1,NA,2,2
"1769",204403,83,1,2,99,1,2,2,NA,2,2,NA,NA,8
"1770",204405,34,1,2,3,2,1,1,2,1,1,NA,2,3
"1771",204413,63,9,2,4,1,2,2,2,2,8,NA,2,9
"1772",204414,36,6,1,2,1,1,1,2,1,1,NA,1,5
"1773",204420,67,1,1,7,1,NA,NA,2,1,1,NA,2,1
"1774",204421,45,6,1,6,2,NA,NA,2,1,1,2,NA,1
"1775",204425,34,2,2,4,2,1,2,1,2,8,1,2,4
"1776",204429,99,1,1,8,1,2,2,NA,2,2,1,NA,4
"1777",204438,24,1,2,98,1,NA,NA,NA,1,1,NA,2,2
"1778",204439,25,1,1,3,2,NA,NA,2,2,1,NA,2,4
"1779",204449,33,1,2,4,2,1,2,2,1,1,2,2,8
"1780",204457,22,6,2,4,1,1,1,2,1,1,NA,2,4
"1781",204468,67,1,2,9,1,NA,NA,2,1,1,NA,2,2
"1782",204471,49,1,1,5,1,2,2,NA,1,1,2,2,3
"1783",204473,26,1,2,6,1,2,2,NA,2,1,2,2,8
"1784",204482,61,1,2,1,1,NA,NA,NA,2,2,NA,NA,4
"1785",204494,47,2,1,8,1,1,1,2,2,8,1,NA,2
"1786",204499,55,1,1,6,1,NA,NA,2,2,1,2,NA,3
"1787",204505,53,1,2,6,1,2,2,2,1,1,NA,1,1
"1788",204508,43,1,1,99,1,NA,NA,2,2,8,1,2,3
"1789",204512,44,9,2,99,1,2,2,2,2,8,1,2,9
"1790",204513,31,1,2,1,2,NA,NA,2,1,1,1,2,2
"1791",204516,48,1,2,7,1,NA,NA,2,2,1,1,2,3
"1792",204517,70,1,2,99,1,NA,NA,2,2,1,NA,2,2
"1793",204520,23,6,1,2,2,1,1,1,1,1,1,1,5
"1794",204531,57,4,2,4,1,NA,NA,2,1,1,NA,2,2
"1795",204533,21,1,1,3,1,NA,NA,2,2,1,1,2,4
"1796",204537,35,2,1,3,1,2,2,NA,2,1,2,NA,5
"1797",204541,40,6,2,2,1,NA,NA,NA,2,1,NA,2,2
"1798",204544,20,1,1,7,1,1,2,2,1,1,NA,2,3
"1799",204545,18,2,1,4,1,NA,NA,2,1,2,1,2,3
"1800",204548,47,1,2,7,1,NA,NA,2,1,1,1,2,4
"1801",204551,37,1,2,7,1,NA,NA,2,1,2,1,2,9
"1802",204556,42,1,1,6,1,1,1,2,1,1,1,2,2
"1803",204560,33,1,1,8,1,NA,NA,2,1,1,1,NA,3
"1804",204563,54,2,1,1,1,NA,NA,2,2,2,NA,NA,2
"1805",204565,52,2,2,3,1,1,2,NA,1,1,NA,NA,9
"1806",204567,25,1,1,6,1,NA,NA,2,1,1,1,2,3
"1807",204569,41,2,1,99,1,NA,NA,2,1,1,NA,NA,3
"1808",204570,80,1,2,3,1,2,2,NA,2,2,NA,2,2
"1809",204571,80,1,1,7,1,2,2,NA,1,2,NA,NA,1
"1810",204572,55,1,2,5,1,2,2,2,1,1,1,2,2
"1811",204573,27,4,1,2,1,1,2,2,2,1,NA,1,1
"1812",204576,64,1,2,5,1,NA,NA,2,2,1,2,NA,1
"1813",204577,30,1,2,6,2,NA,NA,2,2,1,2,2,3
"1814",204586,30,2,1,2,2,NA,NA,2,2,2,1,2,2
"1815",204587,78,1,1,3,1,NA,NA,NA,2,1,NA,NA,9
"1816",204588,25,4,2,3,1,NA,NA,1,1,2,NA,2,3
"1817",204609,72,1,1,9,1,1,1,2,2,1,NA,NA,4
"1818",204610,63,1,1,99,1,1,1,2,2,2,2,2,2
"1819",204611,49,1,1,6,2,2,2,NA,1,1,2,2,2
"1820",204615,50,1,1,9,1,1,2,2,1,1,1,2,3
"1821",204628,51,1,2,6,1,NA,NA,2,2,1,1,2,1
"1822",204632,72,1,1,7,1,1,1,2,2,1,NA,2,4
"1823",204633,70,1,1,7,1,NA,NA,2,2,1,1,NA,3
"1824",204634,44,1,1,3,1,1,1,1,1,1,2,1,2
"1825",204640,59,1,1,2,2,2,2,NA,1,1,1,2,2
"1826",204641,32,1,1,8,2,1,1,2,2,2,2,2,4
"1827",204642,75,1,2,99,1,1,2,2,1,2,NA,2,2
"1828",204644,37,9,2,3,1,NA,NA,1,1,2,1,2,4
"1829",204648,99,1,2,99,1,NA,NA,NA,2,1,1,2,4
